ID,Source,Title,Address,Phone,Email,Website,Working Hours,Description,Category
97,http://visit.kaunas.lt/en/eat-and-drink/cafes/ali-sokoladine/,ALI Šokoladinė,"Laisvės al. 41, Kaunas",+370 678 65 554,kaunas@alisokoladine.lt ,https://www.facebook.com/alisokoladine/,"I - VI 10:00 - 21:00
VII 10:00 - 20:00","

Handmade chocolate desserts.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/cafes/ali-sokoladine/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",CAFES
98,http://visit.kaunas.lt/en/eat-and-drink/restaurants/miesto-sodas/,MIESTO SODAS,"Laisvės al. 93, Kaunas",+370 37 424 424,info@miestosodas.lt,www.miestosodas.lt,"I - IV 11:00 - 23:00
V - VI 11:00 - 24:00
VII 11:00 - 22:00","

""Miesto Sodas"" restaurant is located in the centre of  Liberty Avenue close to Kaunas State Musical Theatre. The location and the interior of the restaurant are perfect for business meetings, entertainment as well as relaxed evenings with family and friends. The restaurant is known for its experience in public catering and top-class cuisine, it has extremely polite staff as well as qualified chefs. The service at the restaurant is excellent so our guests are totally satisfied that everything is well organized.


Read more
Less

",RESTAURANTS
99,http://visit.kaunas.lt/en/eat-and-drink/restaurants/perkuno-namai/,PERKŪNO NAMAI,"Perkūno al. 61, Kaunas", +370 37 320 230,hotel@perkuno-namai.lt,www.perkuno-namai.lt ,I - VII 12:00 - 23:00,"

Cosy atmosphere of the restaurant overlooking a blooming valley with centennial oak-trees provides a perfect location for gala parties, business dinners, guest receptions or merry gatherings of friends and colleagues. Our dining facilities include a 50-seat restaurant hall and a 20-seat library hall.


Read more
Less

",RESTAURANTS
100,http://visit.kaunas.lt/en/eat-and-drink/cafes/pupa-raw/,PUPA RAW,"Laisvės al. 57, Kaunas",+370 603 55 550,sveikalinija@gmail.com,www.sveikalinija.lt,,"

Crude cocktail bar and shop for healthy living.


Read more
Less

",CAFES
101,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/berlino-bistro-silainiai/,Berlin'o Bistro (Šilainiai),"Prūsų g. 4, Kaunas",+370 633 33 951,,http://www.facebook.com/berlinobistro,"I - IV 11:00 - 21:00
V - VI 11:00 - 22:00
VII 11:00 - 21:00","

Berlin‘o Bistro – German quality fast food restaurant.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/greitas-maistas/berlino-bistro-silainiai/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",FAST FOOD
102,http://visit.kaunas.lt/en/eat-and-drink/naujas-produktu-kategorija-2/knygu-ministerija/,Knygų ministerija,"Laisvės al. 29, Kaunas",+370 640 39 076,knygynas@knyguministerija.lt ,https://www.facebook.com/knyguministerija/,"I - V 9:00 a.m. - 9:00 p.m.
VII 10:00 a.m. - 7:00 p.m.
","

KNYGŲ MINISTERIJA (Ministry of Books) is a unique place in Kaunas. Captivating coffee aroma meets live piano music while interesting people are talking interesting matters. 


Read more
Less

",COFFEE LOVERS
103,http://visit.kaunas.lt/en/eat-and-drink/restaurants/pompeja/,POMPĖJA,"V. Putvinskio g. 38, Kaunas",+370 687 23 728, restoranas@pompeja.lt,www.pompeja.lt ,"I - IV 10:00 - 24:00
V 10:00 - 02:00
VI 12:00 - 02:00 
VII 12:00 - 24:00
.","

The Mediterranean cuisine for formal business lunch or for romantic dinner.


Read more
Less

",RESTAURANTS
104,http://visit.kaunas.lt/en/eat-and-drink/naujas-produktu-kategorija-2/coffee-mate/,Coffee Mate,"Jonavos g. 30, Kaunas",+370 699 44844,info@kavosdraugas.lt,https://www.kavosdraugas.lt ,"I-V 09:00 - 19:00, VI 10:00 - 16:00 ","

In The Coffee Mate’s stores you’ll find freshly roasted coffee from all over the world, wide coffee machines' assortment at fair price, and plenty of other coffee preparation tools, dishes and extras.Our team – true coffee lovers and experts. They’re always ready to help you choose not only a coffee machine that suits your needs, but also the most delicious, high-quality coffee. Or… or simply chat over a steamy cup of coffee!Whenever you have a problem with your coffee machine The Coffee Mate’s service will take care of diagnostics, professional hygiene and repairs.P.S. In Lithuanian we are – Kavos Draugas, in United Kingdom – The Coffee Mate, in Russia - Kofe Druzya, in Deutshland – Kaffee-Kumpel, in Latvia – Kafijas Draugs, in Estonia – KohviSemu. Visit us!


Read more
Less

",COFFEE LOVERS
105,http://visit.kaunas.lt/en/eat-and-drink/restaurants/restoranas-floros-simfonija/,"Restaurant  ""Floros Simfonija""","Jonavos g. 214, Kaunas",+370 37 331 877,info@florossimfonija.lt,http://www.florossimfonija.lt/,"I - IV 11:00 a.m. - 00:00 a.m.
V - VI 11:00 a.m. - 01:00 a.m.
VII - 11:00 a.m. - 00:00 a.m.","



Read more
Less

",RESTAURANTS
106,http://visit.kaunas.lt/en/eat-and-drink/restaurants/karavansarai/,KaravanSarai,"Vilkų g. 20, Kaunas",+370 609 13 472,skaniaipavalgyti@gmail.com,http://karavansarai.lt/,"I - closed
II - VII 10:00 a.m. - 10:00 p.m.","






Read more
Less

",RESTAURANTS
107,http://visit.kaunas.lt/en/eat-and-drink/cafes/skliautas/,SKLIAUTAS,"Rotušės a. 26, Kaunas ",+370 37 206 843,info@skliautas.com ,www.skliautas.com,"I - VI 12:00 - 00:00
VII 11.30 - 00:00","

                                   


Read more
Less

",CAFES
108,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/subway/,Subway,(8-623) 28319,+370 623 28 319,,http://www.subway.com/en-LT,"I - V 7:00 a.m. - 10:00 p.m.
VI  8:00 a.m. - 10:00 p.m.
VII - 9:00 a.m. - 10:00 p.m.","

Vienas populiariausių greito maisto restoranas pasaulyje.


Read more
Less

",FAST FOOD
109,http://visit.kaunas.lt/en/eat-and-drink/cafes/zaliuke/,"""Žaliukė""","Kaunakiemio g. 30, Kaunas",+370 37 207 546,,,,"

The oldest barbecue cooking traditions and barbeque in  Kaunas - cozy atmosphere and original family recipes will invite more than once to come back.


Read more
Less

",CAFES
110,http://visit.kaunas.lt/en/eat-and-drink/restaurants/svarstykles/,SVARSTYKLĖS,"T. Masiulio g. 18E, Kaunas",+370 614 63664,info@parkhotel.lt,www.pazaislisparkhotel.eu,,"

The original, cozy atmosphere and good cuisine, located under one Pažaislis Park Hotel roof with separate dishes of Chinese city of Beijing cuisine.


Read more
Less

",RESTAURANTS
111,http://visit.kaunas.lt/en/eat-and-drink/traditional-cuisine/berneliu-smukle-city-center/,BERNELIŲ SMUKLĖ (CITY CENTER),"K. Donelaičio g. 11, Kaunas",+370 686 57 449,info@berneliuuzeiga.lt,www.berneliuuzeiga.lt,,"

   


Read more
Less

",TRADITIONAL CUISINE
112,http://visit.kaunas.lt/en/eat-and-drink/cafes/partitura/,PARTITŪRA,"L. Sapiegos g. 12, Kaunas ",+370 615 85 226 ,darius.matipaula@gmail.com,,,"

Cafes environment and the geographical location is suitable for  a quick and tasty lunch and to spend time with a coffee cup.


Read more
Less

",CAFES
113,http://visit.kaunas.lt/en/eat-and-drink/restaurants/foxes-grill-and-lobster/,Foxes grill & lobster,Vilniaus g. 28 ,+370 603 11082,,https://www.facebook.com/foxesgrillandlobster/,,"

Pirmas omarų restoranas Lietuvoje. Tik pas mus galite paragauti tokių patieklalų kaip - Naujosios Anglijos klasika tapusių ""Lobster roll"", omarų sriubos. Visi patieklai gaminami tik iš gyvų omarų, taip pat turite galimybę paragauti išskirtinio skonio Čikagos stiliaus picų, kurias kepame vieninteliai visoje Europoje.


Read more
Less

",RESTAURANTS
114,http://visit.kaunas.lt/en/eat-and-drink/greitas-maistas/mcdonalds/,McDonald's ,"Pramonės pr. 8b, Kaunas",+370 37 375 901,,http://www.mcd.lt/lt,"I - IV 8:00 a.m. - 00:00 (midnight) 
V - VI 8:00 a.m. - 01:00 a.m.
VII 8:00 a.m. - 00:00 (midnight)","



Read more
Less

",FAST FOOD
115,http://visit.kaunas.lt/en/eat-and-drink/restaurants/trattoria-piccola-italia/,TRATTORIA PICCOLA ITALIA,"Maironio 22, Kaunas",+370 685 61 212,trattoria@piccolaitalia.lt,www.piccolaitalia.lt,"I - IV 11:00 - 22:00
V - VI 11:00 - 23:00
VII 12:00 - 20:00","

Italian cuisine reastaurant.


Read more
Less

",RESTAURANTS
116,http://visit.kaunas.lt/en/eat-and-drink/cafes/galeria-urbana/,GALERIA URBANA,"Vilniaus g. 22, Kaunas",+370 620 96 464,,galeria-urbana.tumblr.com,,"

GALERIA URBANA - wine, art, movement.


Read more
Less

",CAFES
117,http://visit.kaunas.lt/en/eat-and-drink/restaurants/via-baltica-2/,VIA BALTICA,"Verslo g. 17, Kumpių km., Kauno r.", +370 699 85 870, viabalticapramogos@gmail.com,www.via-baltica.lt,,"

European cuisine restaurant and banquet hall for family or company celebrations.


Read more
Less

",RESTAURANTS
118,http://visit.kaunas.lt/en/eat-and-drink/restaurants/agave/,AGAVE,"Rotušės a. 3, Kaunas",+370 616 98 496,info@agave.lt,www.agave.lt,"II - IV 12:00 - 22:00
V - VI 12:00 - 00:00
VII 12:00 - 20:00","

Agave - Mexican restaurant in Kaunas old town. 


Read more
Less

",RESTAURANTS
119,http://visit.kaunas.lt/en/eat-and-drink/cafes/movido/,MOVIDO,"Laisvės al. 54, Kaunas",+370 609 66 459,,,,"

Cafe Movido.


Read more
Less

",CAFES
120,http://visit.kaunas.lt/en/eat-and-drink/pizzerias/milano/,MILANO,"A. Mickevičiaus g. 19, Kaunas",+370 682 33 322,picerija.milano@takas.lt,www.milano.meniu.lt,"I-IV 10:00-01:00
V-VI 10:00-02:00
VII 10:00-01:00","






Italian pizza restaurant in Kaunas.







Read more
Less

",PIZZERIAS
121,http://visit.kaunas.lt/en/eat-and-drink/pizzerias/pizza-jazz/,PIZZA JAZZ,"Laisvės al. 68, Kaunas",+370 698 84 815,atsiliepimai@pj.lt,www.pj.lt,"I-IV 10:00-23:00
 V 10:00-24:00
VI 11:00-24:00
VII 11:00-23:00","

Other ,,PIZZA JAZZ"" restaurants:Vilniaus g. 26, Kaunas. +370 615 94 364Savanorių pr. 349, Kaunas. +370 612 21 024Taikos pr. 141, Kaunas. +370 612 87 494Gričiupio g. 9, Kaunas. +370 698 39 495 


Read more
Less

",PIZZERIAS
122,http://visit.kaunas.lt/en/eat-and-drink/pizzerias/p-jazz/,P JAZZ,"Vilniaus g. 26, Kaunas",+370 615 94 364,,www.pj.lt,,"

Pizza restaurant in Kaunas old town.


Read more
Less

",PIZZERIAS
123,http://visit.kaunas.lt/en/eat-and-drink/cafes/osa/,OSA,"Laisvės al. 34, Kaunas",+370 629 19 173,osa@osa.lt,www.osa.lt,,"

The most delicious ice cream and milk shakes.


Read more
Less

",CAFES
124,http://visit.kaunas.lt/en/eat-and-drink/pizzerias/bzz-pizza/,BZZ PIZZA,"Savanorių pr. 159, Kaunas",+370 37 335 500,info@bzzpizza,www.bzzpizza.lt,I-VII 11:00-23:00,"

Other ""BZZ PIZZA"" restaurants:
Baltų pr. 42, Kaunas +370 37 335 503


Read more
Less

",PIZZERIAS
125,http://visit.kaunas.lt/en/eat-and-drink/restaurants/ieti/,IETI,"Šv. Gertrūdos g. 39, Kaunas",+370 626 85 228,info@ieti.lt,https://www.facebook.com/ietirestaurant/,"I - II 12:00 - 15:00
III-IV 12:00 - 23:00
V-VI 12:00 - 00:00
VII 12:00 - 21:00","

Modern european kitchen.


Read more
Less

",RESTAURANTS
126,http://visit.kaunas.lt/en/eat-and-drink/bars/vingiu-dubingiu-alude/,Vingiu Dubingiu Aludė,"K. Donelaičio g. 41, A. Mickevičiaus g. 35 Kaunas",+370 640 60 036,info@vingiu-dubingiu.lt,,II - VI 16:00 - 01:00,"

Opened in the end of 2015 in a small blue wooden villa, the craft pub immediately became ‘own’ and ‘local’ for a safe amount of people. It’s a real beer pub with a handful of other drinks on the menu (those lucky to be there are really worth it, by the way) and a small yet confident choice of snacks. But first, beer. That’s the essential place to get your fix of Dundulis, one of the most prolific microbreweries in the country. Tastings are frequent so if you hop in and find a dozen people silently swirling their glasses, don’t hesitate to join them. It’s not a sect. 


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/bars/vingiu-dubingiu-alude/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",BARS
127,http://visit.kaunas.lt/en/eat-and-drink/restaurants/putvinskio-48/,PUTVINSKIO 48,"V. Putvinskio g. 48, Kaunas",+370 648 54 448,putvinskio48@gmail.com,https://www.facebook.com/Putvinskio-48-1639043843013870/?fref=ts,"I - IV 09:00 - 22:00
V 09:00 - 02:00
VI 11:00 - 02:00
VII 11:00 - 21:00","

Modern european kitchen.


Read more
Less

",RESTAURANTS
128,http://visit.kaunas.lt/en/eat-and-drink/pizzerias/mamma-pizza/,Mamma Pizza ,Vytauto pr. 37,+370 680 97 977,mammapizza@mammapizza.lt,,"I - IV  10:00 - 23:00
V 10:00 - 00:00
VI 11:00 - 00:00
VII 11:00 - 23:00","

Pizzeria in Kaunas city centre.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/pizzerias/mamma-pizza/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",PIZZERIAS
129,http://visit.kaunas.lt/en/eat-and-drink/restaurants/soul/,SOUL,"Rotušės a. 3, Kaunas",+370 610 23 331,info@soul.lt,www.soul.lt,"I - II 11:00–22:00
III-IV 11:00–23:00
V-VI 11:00–1:00
VII 11:00–22:00","

Soul - restaurant in old town.


Read more
Less

",RESTAURANTS
130,http://visit.kaunas.lt/en/eat-and-drink/pizzerias/pas-romano-paolo-bella-sicilia/,"Pas Romano Paolo ""Bella Sicilia""","S. Daukanto 17, Kaunas",837 224 444,,https://www.facebook.com/pg/Bellasiciliapasromanopaolo/about/?ref=page_internal,"I - IV, VII - 11:00 a.m. - 12:00 p.m.
V, VI - 11:00 A.M. - 06:00 a.m. ","



Read more
Less

",PIZZERIAS
131,http://visit.kaunas.lt/en/eat-and-drink/restaurants/musu-dvaras/,Mūsų dvaras,"Jonavos g. 43B, Kaunas",+370 37 389 461,musudvaras@gmail.com,www.musudvaras.lt,I-VII 10:00-24:00,"

Spacious restaurant organize buffets, themed the west, wine tasting, live music evenings. Offer a wide range of European and Lithuanian dishes.


Read more
Less

",RESTAURANTS
132,http://visit.kaunas.lt/en/eat-and-drink/restaurants/talluti-tex-mex/,TALLUTI Tex Mex," Laisvės al. 74, Kaunas",+370 699 88 840,info@talutti.lt,http://www.talutti.lt,"I - III 11:00 - 23:00
V - VI 11:00 - 01:00
VII 11:00 - 23:00
","

                                           


Read more
Less

",RESTAURANTS
133,http://visit.kaunas.lt/en/eat-and-drink/pizzerias/jurgis-ir-drakonas/,Jurgis ir Drakonas,"Kurpių g. 26, Kaunas",+370 672 00 320,kaunas@jurgisirdrakonas.lt,http://jurgisirdrakonas.lt,I-VII 11:00 a.m. – 10:00 p.m.,"

Jurgis ir Drakonas was born in March 2014 as the brainchild of Tom Nicholson, husband of popular TV cook Beata Nicholson.George and Dragon make pizza for the real heroes. Real heroes understand the best quality. Authenitic Neapolitan tradition pizza is made from real Italian 00 flour. Tomatoes grown under the hot Italian sun are ripe and rich, and Italian fior di latte mozzarella melts in your mouth. All Italian sausages: Salami and Nduja are brought from Italy. Of course we use Parmigiano Reggiano. Restaurant follow Vera Pizza Neapolitano traditions and their PIZZA dough matures slowly for a better flavour.. The slow rising allows the dough to develop complex flavours and a unique taste and texture. Pizzas are baked in the authentic dome oven at 400¹C for 90 seconds. 


Read more
Less

",PIZZERIAS
134,http://visit.kaunas.lt/en/eat-and-drink/traditional-cuisine/berneliu-smukle/,BERNELIŲ SMUKLĖ (OLD TOWN)," Valančiaus g. 11, Kaunas",+370 614 05 236,info@berneliuuzeiga.lt,www.berneliuuzeiga.lt,,"

  


Read more
Less

",TRADITIONAL CUISINE
135,http://visit.kaunas.lt/en/eat-and-drink/traditional-cuisine/berneliu-smukle-2/,BERNELIŲ SMUKLĖ (ŠILAINIAI),"Baltų pr. 81, Kaunas",+370 612 82 343,info@berneliuuzeiga.lt,www.berneliuuzeiga.lt,,"

   


Read more
Less

",TRADITIONAL CUISINE
136,http://visit.kaunas.lt/en/eat-and-drink/restaurants/casa-della-pasta-laisves-al/,CASA DELLA PASTA (Laisvės al.),"Laisvės al. 27, Kaunas.",+370 633 44 255,info.casadellapasta@gmail.com,http://facebook.com/CasaDellaPastaRestoranas,I-VII 11:00 - 23:00 ,"

Italian food restaurant.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/restaurants/casa-della-pasta-laisves-al/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",RESTAURANTS
137,http://visit.kaunas.lt/en/to-do/nightlife/night-clubs/bardakas/,Bardakas,"Laisvės al. 93, Kaunas",+370 633 38 362,kaunas@bardakas.bar,https://www.facebook.com/BardakasKaunas/,"I - III 18:00 - 01:00
IV 18:00 - 02:00
V - VI 18:00 - 04:00
VII 18:00 - 01:00","

  


Read more
Less


",NIGHT CLUBS
138,http://visit.kaunas.lt/en/to-do/nightlife/night-clubs/aperitivo/,Aperitivo,Laisvės al. 27 Kaunas,+370 699 17570,aperitivo.kaunas@gmail.com,https://www.facebook.com/aperitivo.kaunas/,"I - IV 17:00 - 23:00
V - VI 17:00 - 04:00
VII 17:00 - 23:00","


   



Read more
Less


",NIGHT CLUBS
139,http://visit.kaunas.lt/en/eat-and-drink/traditional-cuisine/forto-dvaras-rotuses-aikste/,FORTO DVARAS,"Rotušės aikštė 4, Kaunas",+370 655 60 234,kaunas@fortodvaras.lt,www.fortodvaras.lt,"I - III 12:00 - 22:00
IV - VI 12:00 - 24:00
VII 12:00 - 22:00
","

The first Restaurant in Lithuania which has offered the traditional dishes certified by the Cookery Heritage Fund and more than 12 sorts of cepelinai. All dishes are prepared by the traditional way of production, by using the local Lithuanian products.


Read more
Less

",TRADITIONAL CUISINE
140,http://visit.kaunas.lt/en/eat-and-drink/traditional-cuisine/seni-vartai/,SENI VARTAI,"Savanorių pr. 290A, Kaunas ",+370 37 312 797 ,vartaiseni@gmail.com ,www.seni-vartai.lt,,"

    


Read more
Less

",TRADITIONAL CUISINE
141,http://visit.kaunas.lt/en/eat-and-drink/bars/kaukas/,Kaukas,"Vilniaus g. 34, Kaunas",+370 631 16 113,baras.kaukas@gmail.com,https://www.facebook.com/kaukasbar/,,"

We are craft beer bar serving more than 200 kinds of beer with 16 options on tap. Kitchen is open late offering flat bread pizza, salads, steak and desserts. We are concentrated on beer from most interesting local craft producers as well as world infamous craft brands. Check out Belgian beer fridge or try one of our signature cocktails and shots.


Read more
Less








//<![CDATA[

			var _map_icon = 'themes/kaunastic/images/sprite.png';
			$('#instagram').jqinstapics({
				'user_id': '1012822916',
				'access_token': '1012822916.1677ed0.ed69e18296d14295902d372868058fde',
				'count': 6
			});
		

//]]>//<![CDATA[

				var _places_data = {
					in_cluster_text: '',
					icon_sprite: 'themes/kaunastic/images/sprite.png',
					icon_markers: 'themes/kaunastic/images/marker-numbers.png',
					actions_link: '/en/eat-and-drink/bars/kaukas/',
					route: '0',
				};

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>//<![CDATA[
(function($) {
	jQuery(document).ready(function() {
		$(""#Form_Form"").validate({
			errorPlacement: function(error, element) {
				error.insertAfter(element);
			},
			focusCleanup: true,
			messages: {Email:{
required: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter your Email *  field<span></span></span>"",
email: ""<span class='exclamation'></span><span class='validation-bubble'>Please enter a valid email address<span></span></span>""
}},
			rules: {Email:{required: true, email: true}}
		});
	});
})(jQuery);

//]]>

",BARS
142,http://visit.kaunas.lt/en/eat-and-drink/bars/bardakas/,Bardakas,Laisvės al. 93 Kaunas,+370 621 34973,kaunas@bardakas.bar,https://www.facebook.com/BardakasKaunas/,,"

Įprastai valstybės turi turtingą istoriją - Bardakas turi bardaką.Grupelė nepasotinamų sielų, be konkretaus amžiaus ir socialinio statuso susijungė vienai gyvenimo filosofijai. Pasirašydami skyrybų raštą su nuobodą bei nubrėždami aiškią ribą - atsiskyrė nuo kasdienybės ir įkūrė savilaisvės valstybę - Bardaką.Jų valstybės sienas sutvirtina beprotiškos tradicijos, o jos piliečiai apdovanojimus gauna už drąsą pildant savo svajones, kurių Bardake neturėti yra kriminalinis nusikaltimas. Jų nacionalinę uniformą padiktuoja esama nuotaika, jų stalai skirti ne tik maistui, bet ir šokiams, jų darbas – atostogos, jų kasdienės istorijos keičia istoriją, jų įstatymai pasakoja apie jų nebuvimą, jų konstitucija aiškina apie bardaką, kuris sutvarko.Valstybė - valstybėje. Sukurta nenormalių - nenormaliems.


Read more
Less

",BARS
