ID,Source,Title,Address,Phone,Email,Website,Working Hours,Date,Price,Description,Category
177,http://visit.kaunas.lt/en/to-do/traditional-events/september/naujas-lankytinos-vietos-3/,Festival of traditional and modern folklore „SUKLEGOS“ (September),,+370 683 93 786,info@suklegos.lt,www.suklegos.lt,Rugsėjis,Rugsėjis,,,SEPTEMBER
178,http://visit.kaunas.lt/en/to-do/culture-cinema/theater/kaunas-puppet-theatre/,KAUNAS PUPPET THEATRE,"Laisvės al. 87a, Kaunas ",+370 37 227 158,info@kaunoleles.lt ,www.kaunoleles.lt,,,,"Established in 1958 the KAUNAS PUPPET THEATRE registers in its chronicle more than 180 puppet performances, a great number of tours to foreign countries, such as Hungary, Italy, Poland, Bulgaria, Finland, Denmark, Sweden, Germany, Czech Republic, Former Soviet Republics and remote countries of Latin America and festivals in many of them. Following the idea, generated by the founders of the Theatre, spouses Stasys Ratkevicius and Valerija Ratkeviciene, that everything what is being done at the theatre, should belong to the little ones, the theatre of today alongside with traditional classical puppet performances should be searching for new and engaging ways of association with little spectators who, through displayed kindness and beauty, would experience the utmost satisfaction and impact on their consciousness and feelings. Based on this point of view, new traditions of new theatrical arrangements during the last decade were generated in the Theatre.",THEATER
179,http://visit.kaunas.lt/en/to-do/traditional-events/may/naujas-lankytinos-vietos-13/,Choral festival „Kaunas Cantat“ (May),,+370 631 43 428,info@lituaniacantat.lt,www.kaunascantat.lt,Gegužė,Gegužė,,,MAY
180,http://visit.kaunas.lt/en/information/bike-rental/kaunas-bike/,Kaunas Bike,I. Kanto 19-1 Kaunas,+370 611 55 748,​kaunasbike@gmail.com ,http://www.kaunasbike.lt/,"I-V 11:00 a.m. - 7:00 p.m. 
VI  11:00 a.m. - 4:00 p.m.
VII  closed","I-V 11:00 a.m. - 7:00 p.m. 
VI  11:00 a.m. - 4:00 p.m.
VII  closed",,"Kaunas bikes are of high quality, well maintained and comply to safety requirements. They can bring you to sightseeing places or you can simply have a fun ride with friends.",BIKE RENTAL
181,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/public-sauna/,Public Sauna,"Jonavos g. 41D, Kaunas",+370 694 96 888,info@pirtiesnamai.lt,http://www.pirtiesnamai.lt/,,,,,SPA AND WELLNESS CENTERS
182,http://visit.kaunas.lt/en/to-do/traditional-events/march/naujas-lankytinos-vietos-14/,The International Youth Music Festival (March - April),"E. Ožeškienės g. 12, Kaunas",+370 37 200 478,info@kaunofilharmonija.lt,www.kaunofilharmonija.lt,Kovas - Balandis,Kovas - Balandis,,,MARCH
183,http://visit.kaunas.lt/en/to-do/shopping/boutique/ile-ile/,Ile Ile,"Kurpių g. 13, Kaunas",+370 686 66 850 ,ileile@ileile.lt ,http://ileile.lt/,"I–V 10:30–19:00
VI 11:00–17:00","I–V 10:30–19:00
VI 11:00–17:00",,,BOUTIQUE
184,http://visit.kaunas.lt/en/to-do/traditional-events/september/naujas-lankytinos-vietos-15/,Kaunas Autumn Rally (September),,+370 688 48 260,auto.veteranai@gmail.com,www.autoveteranai.lt,Rugsėjis,Rugsėjis,,,SEPTEMBER
185,http://visit.kaunas.lt/en/to-do/tours/tours-in-kaunas/tour-with-audioguide-bus/,Tour with Audio Guide Bus,,+370 699 54 064,info@vilniuscitytour.com,http://www.senamiesciogidas.lt/ekskursija-po-kaun261-su-pa382aisliu-audio.html,III - VII,III - VII,12-15 Eur.,12:40*,TOURS IN KAUNAS
186,http://visit.kaunas.lt/en/to-do/culture-cinema/cultural-venue/six-chairs-books/,Six chairs books,Putvinskio g. 56 Kaunas,+370 611 65 330,info@sixchairsbooks.lt,www.sixchairsbooks.lt,III - V  16:00 - 19:30,III - V  16:00 - 19:30,,,CULTURAL VENUE
187,http://visit.kaunas.lt/en/eat-and-drink/naujas-produktu-kategorija-2/knygu-ministerija/,Knygų ministerija,"Laisvės al. 29, Kaunas",+370 640 39 076,knygynas@knyguministerija.lt ,https://www.facebook.com/knyguministerija/,"I - V 9:00 a.m. - 9:00 p.m.
VII 10:00 a.m. - 7:00 p.m.
","I - V 9:00 a.m. - 9:00 p.m.
VII 10:00 a.m. - 7:00 p.m.
",, ,COFFEE LOVERS
188,http://visit.kaunas.lt/en/to-do/active-leisure/tennis/ecotennis/,ecoTENNIS,"Draugystės g. 10, Kaunas",+370 640 46 661,info@ecotennis.lt,www.ecotennis.lt,"I 7:30 - 22:00
II - IV 7:00 - 22:00
V 7:30 - 22:00
VI - VII 9:00 - 21:00","I 7:30 - 22:00
II - IV 7:00 - 22:00
V 7:30 - 22:00
VI - VII 9:00 - 21:00",,,TENNIS
189,http://visit.kaunas.lt/en/to-do/active-leisure/tennis/gvidas-sabeckas-tennis-school/,Gvidas Sabeckas tennis school,"Veiverių g.151, Kaunas",+370 699 55 195,gvidassabeckis@yahoo.com,www.sabeckiotenisomokykla.lt,,,,,TENNIS
190,http://visit.kaunas.lt/en/to-do/active-leisure/horse-riding/kadagiu-slenio-zirgai/,Kadagių slėnio žirgai,"Kadagių slėnio g. 33, Arlaviškės",+370 686 32 439,ernestav9@gmail.com,www.zirgai.jimdo.com,,,,,HORSE RIDING
191,http://visit.kaunas.lt/en/to-do/shopping/markets/vilijampoles-turgus-market/,"„Vilijampolės Turgus"" – Market","Varnių g. 48, Kaunas",+370 37 362 070,info@vilijampolesturgus.lt,http://www.vilijampolesturgus.lt/,I-VII 7:30 - 16:00,I-VII 7:30 - 16:00,,,MARKETS
192,http://visit.kaunas.lt/en/to-do/shopping/shopping-centers/shopping-center-hyper-maxima/,Shopping center „Hyper Maxima“,"Savanorių pr. 255, Kaunas",+370 37 307 430,, www.maxima.lt,I-VII 8:00 - 23:00,I-VII 8:00 - 23:00,," Shopping and service centre ""Hyper Maxima"".",SHOPPING CENTERS
193,http://visit.kaunas.lt/en/to-do/nightlife/casino/casino-admiral/,CASINO ADMIRAL,"Karaliaus Mindaugo pr. 49, Kaunas",+370 37 242 644,info@casinoadmiral.lt,http://www.casinoadmiral.lt/en/casino/kaunas-akropolis/,I - VII   0:00 - 24:00,I - VII   0:00 - 24:00,,,CASINO
194,http://visit.kaunas.lt/en/to-do/active-leisure/tennis/kaunas-zalgiris-sports-complex/,Kaunas Žalgiris Sports Complex,"A. ir J. Gravrogkų g. 4, Kaunas",+370 604 03 155,sportas@zalgiris-kompleksas.lt,www.zalgiris-kompleksas.lt,"I - V 7:00 - 23:00
VI - VII 7:00 - 21:00 ","I - V 7:00 - 23:00
VI - VII 7:00 - 21:00 ",,,TENNIS
195,http://visit.kaunas.lt/en/to-do/active-leisure/horse-riding/ziegzdriu-zirgynas/,"""Žiegždrių žirgynas""","Žiegždrių k., Kauno raj.",+370 611 28 813,,https://www.facebook.com/Ziegzdriu-zirgynas-191096307638925/,,,,,HORSE RIDING
196,http://visit.kaunas.lt/en/to-do/active-leisure/tennis/notas-tennis-court/,"""Notas"" tennis court","R.Kalantos g. 124, Kaunas",+370 676 22 901,,www.kaunotenisas.eu,,,,,TENNIS
197,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/linija-wellness-center/,"""Linija"" wellness center ","Taikos pr. 44a, Kaunas ",+370 37 380 319,info@linijasportas.lt,http://www.linijasportas.lt/,"I - IV  7:00 - 21:30
V  7:00 - 20:00
VI-VII 9:00 - 20:00","I - IV  7:00 - 21:30
V  7:00 - 20:00
VI-VII 9:00 - 20:00",,,SPA AND WELLNESS CENTERS
198,http://visit.kaunas.lt/en/to-do/nightlife/casino/casino-gaming-hall/,CASINO GAMING HALL ,"Laisvės al. 93, Kaunas",+370 37 407255, tatkazino@tatkazino.lt,www.tatkazino.lt/lt/,I - VII 00.00 - 24.00,I - VII 00.00 - 24.00,,,CASINO
199,http://visit.kaunas.lt/en/to-do/active-leisure/task-rooms/pbegimo-kambarys-dp60/,DP60 - escape room,Vytauto pr. 29 Kaunas,+370 695 96 886,info@dp60.lt,http://dp60.lt/,,,,,TASK ROOMS
200,http://visit.kaunas.lt/en/to-do/active-leisure/horse-riding/dievogalos-zirgynas/,"""Dievogalos žirgynas""","Dievogalos km., Alšėnų sen., Kauno raj.",+370 609 43 502,dievogaloszirgai@gmail.com,https://www.facebook.com/Dievogalos-%C5%BEirgynas-115646265120473/,,,,,HORSE RIDING
201,http://visit.kaunas.lt/en/to-do/nightlife/casino/olympic-casino-mexico/,Olympic casino Mexico,"Savanorių pr. 170, Kaunas",+370 687 46 610,LTmarketing@oc.eu,lt.olympic-casino.com,I - VII 00:00-24:00,I - VII 00:00-24:00,,,CASINO
202,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/ausros-spa/,Aušros SPA,"Aušros g. 20, 44172 Kaunas",+370 612 48 133,info@spanamai.lt,www.spanamai.lt,I - VI  10:00 - 20:00,I - VI  10:00 - 20:00,,"Aušros SPA mission is to bring equilibrium to your mind, body and spirit. You can choose from a full range of exceptional treatments followed by pure tranquility, where muscle tension and the mind’s concerns simply melt away allowing you to emerge refreshed, balanced and energized.",SPA AND WELLNESS CENTERS
203,http://visit.kaunas.lt/en/to-see/museums-and-galleries/gallery/nyces-usai/,Nyčės Ūsai,"Pilies 1, Kaunas",+370 627 05007,elze@nycesusai.lt,http://www.nycesusai.lt/,,,,,GALLERY
204,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/j-tulcinos-natural-medicine-center/,J. Tulčinos Natural Medicine Center,"Maironio g. 8, Kaunas",+370 37 223 139,kaunas@naturalimedicina.lt,http://www.naturalimedicina.lt,I-V  9:00 - 18:00,I-V  9:00 - 18:00,,,SPA AND WELLNESS CENTERS
205,http://visit.kaunas.lt/en/to-do/shopping/souvenirs/baltijos-kvapai/,Baltijos kvapai,"A. Juozapavičiaus pr. 21A, Kaunas",+370 682 66 704,info@baltijoskvapai.lt,www.baltijoskvapai.lt,,,,"The company produces excellent fragrant, handmade candles made of natural soy wax, using herbal aromatic oil (some containing essential oils), odors and colors made of vegetable oil. You can buy candles from quality glass containers or conventional shaped candle.",SOUVENIRS
206,http://visit.kaunas.lt/en/to-do/shopping/souvenirs/jaukus-namai/,Jaukūs namai,"A.Juozapavičiaus pr.21, Kaunas",+370 685 52 926,kimono@takas.lt,www.kimono.lt,"I - V  10.00-18.00
VI   10.00-15.00","I - V  10.00-18.00
VI   10.00-15.00",,,SOUVENIRS
207,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/the-general-medicine-practice-clinic/,THE GENERAL MEDICINE PRACTICE CLINIC,"Savanorių pr. 423/421, Kaunas",+370 700 77778,administracija@daktaras.lt,www.daktaras.lt,"I-V - 08:00 - 19:00
VI -  09:00 - 14:00","I-V - 08:00 - 19:00
VI -  09:00 - 14:00",,,SPA AND WELLNESS CENTERS
208,http://visit.kaunas.lt/en/to-do/shopping/boutique/koko-boutique/,KOKO Boutique,"Pilies g. 1, Kaunas",+370 686 94 889,info@kokoboutique.lt,www.kokoboutique.lt,"I - V 10:00 - 18:00
VI 11:00 - 16:00","I - V 10:00 - 18:00
VI 11:00 - 16:00",,KOKO boutique offers exclusivel designer clothes and accessories. ,BOUTIQUE
209,http://visit.kaunas.lt/en/to-do/shopping/boutique/humana-vintage/,Humana Vintage,"Daukšos g. 25, Kaunas",+370 37 750 115,info@humana.lt,http://www.humana.lt/,"I-V 10:00 - 19:00
VI-VII 10:00 - 16:00","I-V 10:00 - 19:00
VI-VII 10:00 - 16:00",,,BOUTIQUE
210,http://visit.kaunas.lt/en/to-do/shopping/boutique/rich-witch-house/,Rich Witch House,"M. Daukšos g. 6, Kaunas ",+370 639 73103,,https://www.facebook.com/Rich-Witch-House-654356744589894/,I -VI 11:00 - 18:00,I -VI 11:00 - 18:00,,,BOUTIQUE
211,http://visit.kaunas.lt/en/to-do/shopping/boutique/apple-of-eve/,Apple of Eve,"Laisvės al. 29, Kaunas",+370 640 34 442,kaunas@appleofeve.lt,https://www.appleofeve.lt/lt/,,,,"A selection of best clothes, underwear & accessories for woman - everything made in Italy, United States and even Japan. ",BOUTIQUE
212,http://visit.kaunas.lt/en/to-do/for-children/playing-rooms/mazi-basi/,"""Maži basi""","Žemaičių pl. 37, Kaunas",+370 620 23 666,info@mazibasi.lt,www.mazibasi.lt,,,,,PLAYING ROOMS
213,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/sauleja-spa-silainiai/,Saulėja SPA (Šilainiai),"Baltų pr. 7a, Kaunas",+370 656 42 890,,http://sauleja.lt/,I - VII 09:00 - 21:00,I - VII 09:00 - 21:00,,,SPA AND WELLNESS CENTERS
214,http://visit.kaunas.lt/en/to-do/nightlife/night-clubs/lemmy/,Lemmy,"Girstupio g. 1, Kaunas",+370 611 46 447,kaunasevents@gmail.com,https://www.facebook.com/LemmyKlubasKaunas/,V - VI 18:00 - 02:00,V - VI 18:00 - 02:00,,,NIGHT CLUBS
215,http://visit.kaunas.lt/en/to-do/shopping/boutique/baby-love-boutique/,Baby Love Boutique,"Savanorių pr. 90, Kaunas",+370 647 71955,info@babylove.lt,http://www.babylove.lt/,,,,,BOUTIQUE
216,http://visit.kaunas.lt/en/to-do/nightlife/night-clubs/mojo-lounge/,MOJO LOUNGE,Rotušės a. 20 Kaunas,+370 699 11 500,kaunas@mojolounge.lt,https://www.facebook.com/mojolounge.kaunas/,V - VI  23:00 - 05:00 ,V - VI  23:00 - 05:00 ,,,NIGHT CLUBS
217,http://visit.kaunas.lt/en/to-do/shopping/boutique/baltas-ir-butikas/,Baltas Ir Butikas,"I. Kanto g. 18, Kaunas",+370 684 18 011,info@baltasirbutikas.lt,https://www.facebook.com/BaltasirButikasKaunas/,,,,,BOUTIQUE
218,http://visit.kaunas.lt/en/to-do/nightlife/night-clubs/bardakas/,Bardakas,"Laisvės al. 93, Kaunas",+370 633 38 362,kaunas@bardakas.bar,https://www.facebook.com/BardakasKaunas/,"I - III 18:00 - 01:00
IV 18:00 - 02:00
V - VI 18:00 - 04:00
VII 18:00 - 01:00","I - III 18:00 - 01:00
IV 18:00 - 02:00
V - VI 18:00 - 04:00
VII 18:00 - 01:00",,  ,NIGHT CLUBS
219,http://visit.kaunas.lt/en/to-do/shopping/boutique/butiq-lt/,BUTIQ.LT  ,"Karaliaus Mindaugo pr. 49, Kaunas",+370 679 91 411  ,butiq@butiq.lt,http://www.butiq.lt/,,,,,BOUTIQUE
220,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/east-island-spa/,East Island SPA ,"Karaliaus Mindaugo pr. 49, Kaunas (AKROPOLIS) ",+370 700 77 776,kaunas@eastisland.lt,https://www.eastisland.lt/kaunas-spa-centras/,I - VII 10:00 - 21:00,I - VII 10:00 - 21:00,,,SPA AND WELLNESS CENTERS
221,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/km-studija/,KM Studija,"Karaliaus Mindaugo pr. 55, Kaunas", +370 640 88244,info@kmstudija.lt,http://kmstudija.lt/,,,,,SPA AND WELLNESS CENTERS
222,http://visit.kaunas.lt/en/to-do/nightlife/night-clubs/aperitivo/,Aperitivo,Laisvės al. 27 Kaunas,+370 699 17570,aperitivo.kaunas@gmail.com,https://www.facebook.com/aperitivo.kaunas/,"I - IV 17:00 - 23:00
V - VI 17:00 - 04:00
VII 17:00 - 23:00","I - IV 17:00 - 23:00
V - VI 17:00 - 04:00
VII 17:00 - 23:00",,,NIGHT CLUBS
223,http://visit.kaunas.lt/en/to-do/shopping/boutique/minimalistas/,Minimalistas,"Pilies g. 1, Kaunas",+370 612 88 996,info@minimalistas.lt,http://minimalistas.lt/,,,,,BOUTIQUE
224,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/5-senses/,5 Senses,"Miško g. 13, Kaunas",+370 620 33707,info@5senses.lt,http://5senses.lt/#top,,,,,SPA AND WELLNESS CENTERS
225,http://visit.kaunas.lt/en/to-do/shopping/boutique/lakstingala-ir-roze/,Lakštingala ir rožė,Laisvės al. 27 Kaunas,+370 689 63511, info@lakstingalairroze.com,https://www.facebook.com/Lak%C5%A1tingala-ir-ro%C5%BE%C4%97-1335549679859990/,,,,,BOUTIQUE
226,http://visit.kaunas.lt/en/to-do/shopping/boutique/modi-du/,Modi Du,"Vilniaus g. 70, Kaunas",+370 610 65417, info@dianavapsve.lt,https://www.dianavapsve.lt/,,,,,BOUTIQUE
227,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/manor-sauna/,Manor sauna,L.Lekavičiaus g. 2  LT-56337 Rumšiškės,+370 698 33 219,dvaropirtis@gmail.com,http://dvaropirtis.lt/,,,,,SPA AND WELLNESS CENTERS
228,http://visit.kaunas.lt/en/to-do/shopping/boutique/happeak/,Happeak,"Laisvės al. 45, Kaunas",+370 37 242 277, info@happeak.lt,http://happeak.lt/,,,,,BOUTIQUE
229,http://visit.kaunas.lt/en/to-do/health-and-leisure/spa-and-wellness-centers/girstutis-pool-and-sport-center/,Girstutis pool and sport center,"Kovo 11-osios g. 26, Kaunas",+370 37 372 820,info@girstuciobaseinas.lt,http://www.girstuciobaseinas.lt/,,,,,SPA AND WELLNESS CENTERS
230,http://visit.kaunas.lt/en/to-do/shopping/boutique/ramune-piekautaite/,Ramunė Piekautaitė,"Laisvės al. 45, Kaunas",info@ramunepiekautaite.com,+370 614 91 540,https://ramunepiekautaite.com/,,,,,BOUTIQUE
231,http://visit.kaunas.lt/en/to-do/shopping/boutique/julia-janus/,JULIA JANUS,"Karaliaus Mindaugo pr. 49, Kaunas",+370 671 21 120,boutique.kaunas@juliajanus.com,https://juliajanus.lt/,,,,,BOUTIQUE
232,http://visit.kaunas.lt/en/to-do/shopping/boutique/sirena/,Sirena,"A. Mickevičiaus g. 17, Kaunas",+370 37 321 403,sirena@sirena.lt,http://sirena.lt/,,,, ,BOUTIQUE
233,http://visit.kaunas.lt/en/to-do/active-leisure/task-rooms/trial-room-escape-room/,Trial Room - escape room ,"Ožeškienės 18A, Kaunas",+370 654 64 739,isbandymukambarys@gmail.com,www.trialroom.lt,,,,,TASK ROOMS
234,http://visit.kaunas.lt/en/to-do/shopping/boutique/coaty-coat/,COATY COAT,"A. Juozapavičiaus Pr. 31-10, Kaunas",+370 695 29 294,info@coatycoat.com,https://www.coatycoat.com/,,,,Coaty Coat is a new platform for designing and ordering hand-made premium fabrics coats! ,BOUTIQUE
235,http://visit.kaunas.lt/en/to-do/shopping/boutique/harmman/,Harmman,"Karaliaus Mindaugo pr. 64-42, Kaunas",+370 688 34 283, info@harmmanfashion.com,https://harmmanfashion.com/,,,,,BOUTIQUE
236,http://visit.kaunas.lt/en/to-do/shopping/boutique/moods-studio/,MOODS Studio,"Pilies g. 1, Kaunas",+370 643 18 700,info@moods.lt,https://www.facebook.com/moods.lt/,,,,,BOUTIQUE
237,http://visit.kaunas.lt/en/to-do/active-leisure/task-rooms/atrakink-escape-room/,"""Atrakink"" escape room","Kęstučio g. 54, Kaunas",+370 683 49 831,info@atrakink.lt,www.atrakink.lt,,,,,TASK ROOMS
238,http://visit.kaunas.lt/en/to-do/shopping/boutique/closte-clothes/,Closté Clothes,"J. Jablonskio g. 13, Kaunas",+370 602 63124,info@clo.lt,http://www.clo.lt/,,,,,BOUTIQUE
239,http://visit.kaunas.lt/en/to-do/active-leisure/task-rooms/beglys/,"Escape room ""Bėglys""","Rotušės a. 23, Kaunas",+370 684 21 425,info@beglys.lt,http://www.beglys.lt/,,,,,TASK ROOMS
240,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/minotauras/,MINOTAURAS ,"Kaimynų g. 9, Kaunas ",+370 636 36 363,info@minotauras.lt,www.minotauras.lt,"I - V 08:00 - 22:00
VI 09:00 - 16:00
VII 09:00 - 15:00","I - V 08:00 - 22:00
VI 09:00 - 16:00
VII 09:00 - 15:00",,"""Minotauras"" sport club.",SPORT CLUBS
241,http://visit.kaunas.lt/en/to-do/active-leisure/task-rooms/escape-kaunas-pabegimo-kambarys/,Escape Kaunas ,"Gedimino g. 48, Kaunas",+370 674 21 015,info@escapekaunas.lt,http://escapekaunas.lt/,,,,,TASK ROOMS
242,http://visit.kaunas.lt/en/to-do/active-leisure/task-rooms/ifninity-room-pabegimo-kambarys/,INFINITY ROOM ,"Raudondvario pl. 184, Kaunas",+370 684 34 273,info@infinityroom.lt,http://infinityroom.lt/,,,,,TASK ROOMS
243,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/baltai-sport-and-wellness-club/,BALTAI sport and wellness club,"Baltų pr.55, Kaunas",+370 372 42 343,baltai55@yahoo.com,http://www.baltai.net/,"I - V 06:30 - 21:30
VI - VII 09:00 - 15:00
","I - V 06:30 - 21:30
VI - VII 09:00 - 15:00
",,,SPORT CLUBS
244,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/didysis-grifas/,DIDYSIS GRIFAS,"K. Donelaičio g. 75B, Kaunas",+370 675 70 008,didysisgrifas@gmail.com,http://www.didysisgrifas.lt/,"I - V 10:00 − 20:30
VI 10:00 − 15:00","I - V 10:00 − 20:30
VI 10:00 − 15:00",,,SPORT CLUBS
245,http://visit.kaunas.lt/en/to-do/active-leisure/task-rooms/maze-brain/,Maze Brain,"Girstupio 1, Kaunas",+370 674 36 772,info@mazebrain.lt., www.mazebrain.lt,,,,,TASK ROOMS
246,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/jump-aerobic-studio/,JumP aerobic studio,"Vėtrungės g. 1, Kaunas",+370 673 47 956,aerobikajump@gmail.com,http://www.aerobikajump.lt/,,,,,SPORT CLUBS
247,http://visit.kaunas.lt/en/to-do/active-leisure/task-rooms/lost-escape/,Lost Escape,"Juozapavičiaus pr. 3L, Kaunas",+370 601 01 027,info@lostescape.lt,https://www.lostescape.lt/,,,,,TASK ROOMS
248,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/samurajus-fight-club/,"""SAMURAJUS"" fight club","Partizanų g. 14, Kaunas",+370 616 00 645,samurajus@shotokan.lt,http://www.samurajus.lt,,,,,SPORT CLUBS
249,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/fitclub/,FITCLUB,"Šiaurės pr. 8 D, Kaunas",(8-37) 249 616,info@fitclub.lt,http://www.fitclub.lt,"I - IV 06:00 - 23:00
V 06:00 - 21:30
VI - VII 10:00 - 18:00","I - IV 06:00 - 23:00
V 06:00 - 21:30
VI - VII 10:00 - 18:00",,,SPORT CLUBS
250,http://visit.kaunas.lt/en/to-do/active-leisure/task-rooms/karma-room/,KARMA Room,"Laisvės al. 59, Kaunas",+370 622 01 013,info@karmaroom.lt,http://www.karmaroom.lt,"-
","-
",,,TASK ROOMS
251,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/titanas/,TITANAS,"Jonavos g. 254,  Kaunas",+370 698 22 063,marius@titanas.lt,http://www.titanasgym.lt/,,,,,SPORT CLUBS
252,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/cunamis/,CUNAMIS,"V. Krėvės pr. 50, Kaunas",+370 650 78 644,info@cunamis.lt,www.facebook.com/pg/CunamisFightClub,,,,,SPORT CLUBS
253,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/gymplius/,GymPlius,"Baltų pr. 49, Kaunas; V. Krėvės pr. 13, Kaunas",+370 614 33 555,info@gymplius.lt,www.gymplius.lt,I-VII 00:00 - 00:00,I-VII 00:00 - 00:00,, ,SPORT CLUBS
254,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/sportgates/,SportGates,"Vytauto pr. 23, Kaunas",+370 622 27 755,info@sportgates.lt,www.sportgates.lt,I-VII 00:00-24:00,I-VII 00:00-24:00,,"SportGates is a new, vibrant, unstoppable 24/7 sport club in Kaunas. At the very heart of Kaunas Old Town you can find 100 high-quality fitness machines, professional trainers, administration and parking lots.",SPORT CLUBS
255,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/naujas-lankytinos-vietos-4/,Pegasas,"Savanorių pr. 172, Kaunas",+370 674 64 952,info@pegasas-gym.lt,www.pegasas-gym.lt,"I-IV: 06:00 – 23:00
V: 06:00 – 22:00
VI-VII: 10:00 – 15:00","I-IV: 06:00 – 23:00
V: 06:00 – 22:00
VI-VII: 10:00 – 15:00",,,SPORT CLUBS
256,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/naujas-lankytinos-vietos-5/,SIL sports center,"Savanorių pr. 276, Kaunas",+370 671 51 215,info@silcentras.lt,www.silcentras.lt,"I - IV 7:00 – 22:00
V 7:00 – 21:00
VI - VII 10:00 – 16:00","I - IV 7:00 – 22:00
V 7:00 – 21:00
VI - VII 10:00 – 16:00",,Even the most sophisticated customers can enjoy high-quality workouts in SIL sports center. Qualified sports and health professionals are always ready to help to reach your goals.,SPORT CLUBS
257,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/dzymas/,Džymas,"Šiaurės pr. 8C, Kaunas",+370 689 29 002,sportoklubas@dzymas.lt,www.dzymas.lt,"I - IV 06:30 - 22:30
V 06:30 - 22:00
VI - VII 09:00 - 15:00
","I - IV 06:30 - 22:30
V 06:30 - 22:00
VI - VII 09:00 - 15:00
",,"Sport club ""Džymas"" offers you p",SPORT CLUBS
258,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/shape-gym/,Shape Gym,"Šiaurės pr. 44, Kaunas",+370 606 12 364,info@shapegym.lt,www.shapegym.lt,"I - V 06:00 - 23:00 
VI - VII 09:00 - 16:00","I - V 06:00 - 23:00 
VI - VII 09:00 - 16:00",,"New, cozy, modern sport club in Kaunas city.",SPORT CLUBS
259,http://visit.kaunas.lt/en/to-do/health-and-leisure/sport-clubs/aerial-yoga-studio/,Aerial Yoga studio,"Jonavos g. 68, Kaunas",+370 641 59 910,info@camijoga.lt ,www.camijoga.lt,,,,,SPORT CLUBS
260,http://visit.kaunas.lt/en/to-do/tours/tours-in-lithuania/along-the-kings-road/,Along the Kings road ,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN LITHUANIA
261,http://visit.kaunas.lt/en/to-do/tours/tours-in-lithuania/the-oldest-capitals-of-lithuania/,The oldest capitals of Lithuania ,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN LITHUANIA
262,http://visit.kaunas.lt/en/to-do/tours/tours-in-lithuania/culture-heritage-in-anyksciai/,Culture heritage in Anykščiai ,"Laisvės al. 36, Kaunas", +370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN LITHUANIA
263,http://visit.kaunas.lt/en/to-do/tours/tours-in-lithuania/radvilos-and-bisons/,Radvilos and bisons ,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN LITHUANIA
264,http://visit.kaunas.lt/en/to-do/tours/tours-in-lithuania/a-salty-lesson-in-druskininkai/,A salty lesson in Druskininkai,"Laisvės al. 36, Kaunas",+370 37 323 436,info@kaunastic.lt,,,,,,TOURS IN LITHUANIA
265,http://visit.kaunas.lt/en/eat-and-drink/restaurants/dinner-in-the-sky/,Dinner in the sky,Kaunas,+370 618 23 086,info@ambertonair.com,http://ambertonhotels.com/lt/vilnius/amberton-air-restoranas-danguje/,,,,,RESTAURANTS
266,http://visit.kaunas.lt/en/to-do/events/conferences/7th-baltic-congress-of-radiology/,7th Baltic Congress of Radiology,"Park Inn by Radisson Kaunas, K. Donelaičio st. 27",,,Web site,"
						2018 10 04
						

						
							
							   - 2018 10 06
							
						
					","
						2018 10 04
						

						
							
							   - 2018 10 06
							
						
					",,,CONFERENCES
